Date,Open,High,Low,Close,Adj Close,Volume
2018-07-17,1365.400024,1383.500000,1353.099976,1376.250000,1346.081177,1166581
2018-07-18,1386.000000,1399.949951,1377.550049,1393.000000,1362.463867,1085504
2018-07-19,1395.000000,1408.500000,1393.949951,1403.000000,1372.244629,848175
2018-07-20,1403.000000,1404.750000,1381.500000,1396.449951,1365.838013,575194
2018-07-23,1425.099976,1464.400024,1396.599976,1433.199951,1401.782715,1975242
2018-07-24,1443.000000,1476.199951,1425.500000,1467.750000,1435.575195,2171087
2018-07-25,1453.000000,1490.599976,1421.349976,1450.150024,1418.361206,4310816
2018-07-26,1448.099976,1457.849976,1422.250000,1433.849976,1402.418457,1732715
2018-07-27,1437.000000,1454.000000,1425.349976,1434.849976,1403.396240,630981
2018-07-30,1434.250000,1451.849976,1427.000000,1430.199951,1398.848267,750392
2018-07-31,1430.000000,1456.599976,1426.000000,1451.400024,1419.583618,1221636
2018-08-01,1458.000000,1459.949951,1430.800049,1437.199951,1405.694946,1121286
2018-08-02,1437.199951,1443.900024,1414.849976,1418.400024,1387.307007,836564
2018-08-03,1424.000000,1426.250000,1407.000000,1411.849976,1380.900391,1002287
2018-08-06,1420.000000,1420.900024,1394.699951,1397.400024,1366.767212,795996
2018-08-07,1399.000000,1438.000000,1399.000000,1424.250000,1393.028687,1915936
2018-08-08,1430.949951,1447.650024,1417.000000,1425.750000,1394.495850,1063862
2018-08-09,1431.900024,1433.949951,1414.099976,1417.349976,1386.280029,903734
2018-08-10,1420.000000,1439.900024,1409.250000,1418.599976,1387.502563,997053
2018-08-13,1414.000000,1421.599976,1397.000000,1399.250000,1368.576782,875198
2018-08-14,1407.900024,1416.699951,1391.550049,1395.099976,1364.517578,729379
2018-08-16,1401.000000,1410.000000,1387.000000,1394.800049,1364.224365,1050412
2018-08-17,1403.000000,1405.150024,1390.000000,1400.650024,1369.946045,537229
2018-08-20,1406.000000,1431.000000,1398.000000,1409.099976,1378.210815,1259905
2018-08-21,1416.449951,1425.949951,1395.400024,1403.300049,1372.537964,1520772
2018-08-23,1410.000000,1412.000000,1390.699951,1394.750000,1364.175537,859955
2018-08-24,1395.000000,1411.000000,1385.050049,1393.500000,1362.952881,919355
2018-08-27,1397.500000,1407.000000,1396.500000,1399.800049,1369.114868,785772
2018-08-28,1402.000000,1419.650024,1401.000000,1407.500000,1376.645996,1290318
2018-08-29,1413.750000,1413.750000,1391.000000,1394.000000,1363.442139,743529
2018-08-30,1394.099976,1398.699951,1373.550049,1378.699951,1348.477173,1062266
2018-08-31,1383.000000,1392.000000,1364.199951,1372.449951,1342.364258,1006329
2018-09-03,1384.000000,1387.500000,1355.000000,1361.599976,1331.752075,817733
2018-09-04,1360.000000,1364.599976,1302.500000,1311.300049,1282.555054,1789240
2018-09-05,1314.500000,1330.000000,1302.449951,1321.300049,1292.335571,1222703
2018-09-06,1327.949951,1331.949951,1308.000000,1314.500000,1285.684570,726455
2018-09-07,1322.800049,1322.800049,1310.000000,1316.000000,1287.151611,912914
2018-09-10,1314.599976,1318.000000,1280.500000,1293.099976,1264.753662,1121083
2018-09-11,1295.000000,1313.300049,1286.699951,1297.849976,1269.399658,1676544
2018-09-12,1303.500000,1303.500000,1280.000000,1291.000000,1262.699707,1111171
2018-09-14,1298.800049,1336.550049,1297.550049,1333.900024,1304.659546,1498792
2018-09-17,1329.949951,1329.949951,1302.000000,1308.650024,1279.963013,965321
2018-09-18,1306.000000,1331.750000,1285.000000,1292.099976,1263.775757,1088372
2018-09-19,1304.199951,1319.199951,1287.000000,1291.349976,1263.041992,929673
2018-09-21,1292.099976,1324.849976,1211.900024,1304.750000,1276.148560,1867297
2018-09-24,1300.000000,1316.650024,1256.000000,1271.949951,1244.067383,1691456
2018-09-25,1271.800049,1304.849976,1257.150024,1289.900024,1261.624023,1262738
2018-09-26,1300.000000,1303.500000,1274.000000,1282.000000,1253.897095,1338324
2018-09-27,1294.800049,1314.000000,1276.449951,1287.500000,1259.276367,1901166
2018-09-28,1293.000000,1315.000000,1286.000000,1293.300049,1264.949219,1549540
2018-10-01,1299.000000,1307.900024,1269.000000,1279.800049,1251.745483,1143818
2018-10-03,1264.900024,1269.000000,1246.150024,1251.750000,1224.310059,1236645
2018-10-04,1228.000000,1239.199951,1214.000000,1224.699951,1197.853027,1557441
2018-10-05,1221.449951,1240.000000,1191.849976,1209.500000,1182.986328,1344685
2018-10-08,1210.000000,1254.000000,1201.099976,1247.800049,1220.446777,1050759
2018-10-09,1254.000000,1255.900024,1191.000000,1201.400024,1175.063965,1088738
2018-10-10,1205.900024,1240.849976,1180.900024,1225.949951,1199.075684,803576
2018-10-11,1201.000000,1221.500000,1190.449951,1219.050049,1192.326904,781348
2018-10-12,1233.900024,1265.949951,1233.900024,1261.199951,1233.553101,1000950
2018-10-15,1255.000000,1257.199951,1241.500000,1250.300049,1222.891968,728514
2018-10-16,1257.000000,1282.900024,1252.550049,1267.599976,1239.812622,908616
2018-10-17,1282.199951,1282.250000,1255.000000,1259.000000,1231.401367,698043
2018-10-19,1264.000000,1287.000000,1220.449951,1235.400024,1208.318848,1449043
2018-10-22,1245.000000,1247.150024,1191.000000,1200.400024,1174.085571,1949683
2018-10-23,1135.199951,1190.000000,1118.000000,1138.449951,1113.493774,8272850
2018-10-24,1160.000000,1199.000000,1150.150024,1186.900024,1160.881836,2370198
2018-10-25,1180.500000,1208.949951,1175.000000,1200.050049,1173.743652,1995349
2018-10-26,1200.000000,1202.000000,1168.349976,1190.300049,1164.207397,1440249
2018-10-29,1194.800049,1213.699951,1186.500000,1196.050049,1172.639038,1186190
2018-10-30,1194.800049,1208.000000,1175.550049,1196.300049,1172.884277,1075337
2018-10-31,1205.599976,1234.949951,1183.849976,1230.400024,1206.316528,1561884
2018-11-01,1233.000000,1244.800049,1213.800049,1217.800049,1193.963135,1200280
2018-11-02,1242.000000,1291.550049,1241.250000,1247.000000,1222.591675,2235848
2018-11-05,1252.000000,1260.650024,1232.500000,1244.050049,1219.699463,756887
2018-11-06,1242.199951,1255.000000,1235.000000,1238.500000,1214.258179,815046
2018-11-07,1250.000000,1254.000000,1239.199951,1250.949951,1226.464355,100134
2018-11-09,1259.800049,1308.900024,1256.849976,1295.599976,1270.240356,2026920
2018-11-12,1295.000000,1314.900024,1275.150024,1278.800049,1253.769287,1100286
2018-11-13,1277.449951,1295.599976,1277.449951,1284.900024,1259.749756,1632176
2018-11-14,1312.000000,1337.949951,1302.000000,1320.550049,1294.702148,1631802
2018-11-15,1320.000000,1331.849976,1313.400024,1318.300049,1292.496094,1065640
2018-11-16,1320.000000,1329.800049,1313.199951,1321.300049,1295.437256,1113304
2018-11-19,1329.000000,1329.849976,1305.000000,1312.150024,1286.466309,784645
2018-11-20,1317.000000,1331.050049,1304.699951,1306.849976,1281.270020,867729
2018-11-21,1329.000000,1342.500000,1313.750000,1324.199951,1298.280396,1374789
2018-11-22,1330.000000,1330.699951,1308.750000,1314.400024,1288.672363,691593
2018-11-26,1329.949951,1357.550049,1323.599976,1349.500000,1323.085205,2149117
2018-11-27,1346.800049,1346.800049,1326.050049,1339.599976,1313.379028,1130756
2018-11-28,1352.900024,1354.550049,1319.150024,1324.250000,1298.329712,1205630
2018-11-29,1336.000000,1355.000000,1330.699951,1350.300049,1323.869751,3556169
2018-11-30,1352.800049,1361.750000,1342.150024,1345.949951,1319.604858,1030541
2018-12-03,1345.000000,1359.000000,1335.050049,1338.699951,1312.496826,710748
2018-12-04,1336.550049,1354.699951,1326.449951,1329.449951,1303.427734,830261
2018-12-05,1328.500000,1343.000000,1323.599976,1329.500000,1303.476807,864628
2018-12-06,1324.000000,1324.949951,1286.599976,1295.099976,1269.750122,896350
2018-12-07,1306.500000,1324.000000,1298.400024,1318.650024,1292.839233,1037026
2018-12-10,1280.000000,1306.250000,1262.300049,1274.199951,1249.259277,1074399
2018-12-11,1268.000000,1336.449951,1252.150024,1323.599976,1297.692383,1746513
2018-12-12,1323.000000,1337.199951,1311.849976,1330.900024,1304.849487,986580
2018-12-13,1338.449951,1343.199951,1316.000000,1320.199951,1294.358887,1175211
2018-12-14,1332.800049,1351.000000,1320.000000,1340.949951,1314.702515,1869410
2018-12-17,1340.000000,1344.949951,1330.000000,1335.849976,1309.702515,665295
2018-12-18,1338.449951,1361.000000,1327.550049,1355.699951,1329.163818,1581385
2018-12-19,1370.000000,1406.800049,1370.000000,1400.250000,1372.841919,3334213
2018-12-20,1389.900024,1431.550049,1389.050049,1425.800049,1397.892090,2578234
2018-12-21,1433.900024,1433.900024,1382.300049,1388.199951,1361.027588,2098064
2018-12-24,1388.000000,1388.949951,1351.099976,1357.050049,1330.487549,1649577
2018-12-26,1367.949951,1374.900024,1347.400024,1363.000000,1336.321045,1790087
2018-12-27,1360.050049,1384.750000,1354.300049,1372.500000,1345.635132,2174090
2018-12-28,1383.000000,1383.000000,1359.000000,1366.000000,1339.262329,1705033
2018-12-31,1375.000000,1378.000000,1367.300049,1373.050049,1346.174316,698593
2019-01-01,1373.199951,1379.699951,1358.599976,1371.550049,1344.703857,664707
2019-01-02,1367.000000,1386.849976,1361.599976,1383.300049,1356.223877,1233780
2019-01-03,1381.800049,1393.849976,1378.000000,1388.300049,1361.126099,1636293
2019-01-04,1388.000000,1401.400024,1381.400024,1385.849976,1358.723633,1202397
2019-01-07,1386.000000,1405.400024,1383.750000,1396.000000,1368.675171,1074373
2019-01-08,1401.000000,1412.699951,1395.500000,1401.250000,1373.822266,1232440
2019-01-09,1402.500000,1414.000000,1397.150024,1402.000000,1374.557739,973687
2019-01-10,1390.000000,1400.000000,1388.650024,1396.349976,1369.018311,1004783
2019-01-11,1399.750000,1406.199951,1392.400024,1403.650024,1376.175415,473391
2019-01-14,1404.000000,1410.599976,1385.449951,1388.599976,1361.419922,1360800
2019-01-15,1388.599976,1414.449951,1388.599976,1405.949951,1378.430542,1355920
2019-01-16,1410.000000,1412.949951,1387.699951,1389.750000,1362.547485,1189597
2019-01-17,1390.000000,1398.500000,1383.800049,1389.599976,1362.400391,853829
2019-01-18,1391.000000,1404.750000,1383.000000,1400.449951,1373.037964,1092189
2019-01-21,1395.199951,1424.800049,1395.199951,1422.099976,1394.264282,2513582
2019-01-22,1423.900024,1432.050049,1375.250000,1406.949951,1379.410645,5483768
2019-01-23,1429.000000,1429.449951,1390.000000,1396.550049,1369.214355,2702265
2019-01-24,1400.000000,1413.500000,1396.500000,1401.849976,1374.410767,1562800
2019-01-25,1408.400024,1413.699951,1353.300049,1372.150024,1345.292114,1613548
2019-01-28,1375.000000,1391.000000,1366.849976,1379.500000,1352.498291,1590764
2019-01-29,1377.000000,1400.000000,1373.199951,1393.300049,1366.028198,1061762
2019-01-30,1394.000000,1416.800049,1372.099976,1390.400024,1363.184814,1313152
2019-01-31,1400.000000,1415.000000,1391.050049,1412.599976,1384.950317,1256050
2019-02-01,1412.400024,1469.650024,1408.199951,1457.199951,1428.677246,2077539
2019-02-04,1444.000000,1452.800049,1434.000000,1446.349976,1418.039551,735159
2019-02-05,1444.949951,1466.900024,1443.099976,1450.349976,1421.961426,786962
2019-02-06,1457.849976,1476.199951,1452.300049,1469.400024,1440.638550,1088914
2019-02-07,1467.050049,1476.800049,1457.000000,1472.449951,1443.628906,697412
2019-02-08,1468.000000,1480.000000,1445.000000,1448.800049,1420.441650,1018518
2019-02-11,1447.900024,1457.300049,1427.000000,1437.099976,1408.970825,728051
2019-02-12,1438.500000,1456.900024,1435.250000,1452.099976,1423.677002,947583
2019-02-14,1417.650024,1423.150024,1396.500000,1399.199951,1371.812622,915441
2019-02-15,1400.800049,1404.949951,1372.099976,1393.599976,1366.322266,1113223
2019-02-18,1401.699951,1401.699951,1345.000000,1380.050049,1353.037354,1460282
2019-02-19,1372.050049,1396.949951,1371.000000,1377.849976,1350.880493,697530
2019-02-20,1380.000000,1398.800049,1376.000000,1396.900024,1369.557495,843469
2019-02-21,1399.000000,1407.849976,1390.300049,1397.800049,1370.440063,677142
2019-02-22,1399.000000,1407.750000,1384.199951,1397.800049,1370.440063,801380
2019-02-25,1399.949951,1405.800049,1391.349976,1398.250000,1370.881104,711217
2019-02-26,1396.900024,1407.000000,1378.599976,1402.000000,1374.557739,1147218
2019-02-27,1404.000000,1430.849976,1395.000000,1405.699951,1378.185181,1462017
2019-02-28,1414.800049,1415.000000,1401.449951,1405.199951,1377.695190,1230935
2019-03-01,1409.000000,1417.949951,1388.099976,1392.349976,1365.096680,783876
2019-03-05,1393.500000,1409.750000,1382.699951,1403.849976,1376.371582,1214257
2019-03-06,1408.000000,1410.000000,1386.550049,1393.699951,1366.420288,720335
2019-03-07,1398.599976,1405.500000,1392.000000,1395.449951,1368.135986,746742
2019-03-08,1393.750000,1394.650024,1380.000000,1382.349976,1355.292358,524331
2019-03-11,1389.199951,1423.000000,1385.000000,1419.800049,1392.009399,1342007
2019-03-12,1422.000000,1445.349976,1421.199951,1428.099976,1400.146729,1333909
2019-03-13,1439.400024,1439.400024,1417.000000,1428.300049,1400.343140,708227
2019-03-14,1437.599976,1446.949951,1420.000000,1434.750000,1406.666748,1113700
2019-03-15,1434.000000,1457.000000,1428.650024,1432.550049,1404.509766,1667627
2019-03-18,1446.000000,1460.599976,1436.599976,1445.599976,1417.304321,1148000
2019-03-19,1442.000000,1459.849976,1440.000000,1453.900024,1425.441895,886660
2019-03-20,1462.000000,1466.000000,1448.500000,1456.150024,1427.647949,764625
2019-03-22,1459.000000,1479.900024,1452.599976,1471.250000,1442.452148,1380404
2019-03-25,1465.099976,1475.599976,1451.500000,1457.550049,1429.020386,848078
2019-03-26,1460.500000,1492.250000,1460.500000,1485.050049,1455.982178,1630147
2019-03-27,1494.000000,1496.949951,1463.500000,1472.050049,1443.236816,1387002
2019-03-28,1473.500000,1508.949951,1473.500000,1497.000000,1467.698242,1353947
2019-04-01,1496.750000,1504.000000,1490.000000,1492.750000,1463.531494,707570
2019-04-02,1493.000000,1523.449951,1484.550049,1519.300049,1489.561890,1326634
2019-04-03,1521.250000,1529.849976,1493.000000,1497.599976,1468.286499,1606692
2019-04-04,1504.800049,1525.000000,1503.000000,1519.000000,1489.267700,1409222
2019-04-05,1520.000000,1523.650024,1503.000000,1514.449951,1484.806519,1129222
2019-04-08,1514.000000,1514.000000,1486.000000,1496.349976,1467.060913,925518
2019-04-09,1464.699951,1474.900024,1437.199951,1444.849976,1416.569092,2642226
2019-04-10,1449.800049,1451.000000,1405.349976,1409.849976,1382.254150,2608319
2019-04-11,1409.699951,1431.949951,1408.000000,1423.150024,1395.293701,1494450
2019-04-12,1432.750000,1444.800049,1425.800049,1438.650024,1410.490356,1510649
2019-04-15,1447.949951,1451.449951,1427.000000,1431.550049,1403.529297,791389
2019-04-16,1442.750000,1464.900024,1440.250000,1459.000000,1430.442017,1463057
2019-04-18,1464.000000,1479.900024,1460.300049,1469.599976,1440.834595,1425676
2019-04-22,1459.949951,1459.949951,1435.000000,1443.349976,1415.098267,737603
2019-04-23,1449.000000,1454.900024,1425.900024,1431.000000,1402.989990,601653
2019-04-24,1436.000000,1459.400024,1431.000000,1450.050049,1421.667358,1154712
2019-04-25,1450.000000,1460.000000,1438.099976,1447.949951,1419.608398,1161847
2019-04-26,1450.000000,1459.349976,1436.000000,1448.750000,1420.392700,704193
2019-04-30,1456.000000,1477.000000,1455.300049,1463.150024,1434.510742,1525776
2019-05-02,1465.000000,1472.900024,1430.099976,1436.599976,1408.480469,774788
2019-05-03,1443.800049,1456.000000,1432.199951,1438.550049,1410.392456,1020007
2019-05-06,1434.949951,1448.599976,1408.550049,1412.800049,1385.146484,1161960
2019-05-07,1426.800049,1426.800049,1376.349976,1387.800049,1360.635620,2863939
2019-05-08,1382.000000,1395.000000,1362.599976,1385.699951,1358.576538,1414591
2019-05-09,1384.949951,1393.650024,1346.550049,1354.199951,1327.693604,2628463
2019-05-10,1314.099976,1350.000000,1314.099976,1341.050049,1314.800903,3476379
2019-05-13,1341.050049,1345.250000,1323.650024,1332.500000,1306.418091,862130
2019-05-14,1330.000000,1334.750000,1302.099976,1320.250000,1294.407959,2167873
2019-05-15,1326.000000,1329.000000,1301.699951,1305.949951,1280.387695,996276
2019-05-16,1312.000000,1314.000000,1295.849976,1304.400024,1278.868042,726485
2019-05-17,1305.000000,1330.750000,1301.000000,1320.000000,1294.162842,860934
2019-05-20,1340.000000,1378.400024,1335.000000,1373.949951,1347.056641,976630
2019-05-21,1384.000000,1384.000000,1352.699951,1357.750000,1331.173950,1166297
2019-05-22,1360.500000,1373.750000,1348.050049,1368.449951,1341.664551,840075
2019-05-23,1389.000000,1389.000000,1357.699951,1367.750000,1340.978149,1527569
2019-05-24,1392.000000,1400.449951,1376.150024,1384.500000,1357.400269,980933
2019-05-27,1386.900024,1390.699951,1362.699951,1366.849976,1340.095703,782730
2019-05-28,1369.949951,1388.849976,1360.000000,1364.349976,1337.644653,1562891
2019-05-29,1360.800049,1366.949951,1347.099976,1358.250000,1331.664063,582768
2019-05-30,1365.000000,1392.000000,1353.900024,1374.599976,1347.693970,1032259
2019-05-31,1381.000000,1428.000000,1381.000000,1407.300049,1379.754150,2559888
2019-06-03,1431.949951,1464.949951,1430.000000,1459.250000,1430.687012,2867897
2019-06-04,1455.000000,1455.000000,1417.050049,1421.500000,1393.676147,1493226
2019-06-06,1434.949951,1461.849976,1424.900024,1428.550049,1400.588135,1985857
2019-06-07,1429.000000,1439.849976,1413.050049,1418.349976,1390.587769,878470
2019-06-10,1429.000000,1442.000000,1418.500000,1422.599976,1394.754395,800967
2019-06-11,1428.000000,1433.349976,1409.500000,1425.500000,1397.597778,743047
2019-06-12,1429.949951,1439.900024,1421.000000,1425.449951,1397.548584,874293
2019-06-13,1429.000000,1438.900024,1422.199951,1429.449951,1409.032227,1572720
2019-06-14,1430.000000,1431.750000,1411.000000,1412.750000,1392.570801,546091
2019-06-17,1417.000000,1425.000000,1398.900024,1401.949951,1381.925049,962166
2019-06-18,1405.000000,1410.400024,1376.050049,1380.050049,1360.338013,1177437
2019-06-19,1382.000000,1396.400024,1372.000000,1381.150024,1361.422241,692212
2019-06-20,1365.550049,1404.900024,1360.699951,1392.050049,1372.166626,991210
2019-06-21,1379.949951,1394.650024,1372.000000,1383.000000,1363.245728,1242165
2019-06-24,1386.000000,1398.000000,1368.250000,1376.150024,1356.493774,757055
2019-06-25,1371.000000,1372.449951,1360.349976,1363.099976,1343.629883,1388994
2019-06-26,1360.000000,1369.550049,1352.000000,1359.949951,1340.525024,960174
2019-06-27,1361.099976,1369.650024,1358.150024,1361.400024,1341.954346,2113899
2019-06-28,1365.000000,1371.900024,1350.099976,1358.150024,1338.750854,1131371
2019-07-01,1368.000000,1374.500000,1351.050049,1353.849976,1334.512207,739182
2019-07-02,1356.000000,1360.000000,1340.699951,1345.750000,1326.527954,1171118
2019-07-03,1356.050049,1371.000000,1349.500000,1352.000000,1332.688599,1378288
2019-07-04,1356.000000,1366.349976,1351.150024,1359.699951,1340.278687,902077
2019-07-05,1363.900024,1373.449951,1351.449951,1358.699951,1339.292969,966162
2019-07-08,1358.000000,1358.400024,1332.699951,1340.250000,1321.106567,866416
2019-07-09,1344.900024,1344.900024,1291.250000,1321.000000,1302.131348,2037332
2019-07-10,1317.800049,1340.349976,1312.050049,1322.949951,1304.053589,1115080
2019-07-11,1317.000000,1337.000000,1311.050049,1332.449951,1313.417847,757323
2019-07-12,1332.449951,1369.550049,1325.449951,1361.949951,1342.496338,1050985
2019-07-15,1362.849976,1367.000000,1347.050049,1353.150024,1333.822266,666533
2019-07-16,1352.000000,1375.000000,1345.000000,1372.300049,1352.698730,782642
2019-07-17,1377.000000,1404.849976,1375.500000,1395.900024,1375.961792,1599926
2019-07-18,1395.000000,1395.349976,1377.199951,1384.949951,1365.168091,802222
2019-07-19,1390.099976,1399.400024,1365.000000,1369.099976,1349.544312,842552
2019-07-22,1367.800049,1410.000000,1359.050049,1404.199951,1384.142944,1279369
2019-07-23,1409.000000,1443.949951,1401.849976,1429.349976,1408.933716,2262423
2019-07-24,1430.500000,1493.500000,1395.150024,1483.400024,1462.211792,7400250
2019-07-25,1481.300049,1503.849976,1459.050049,1495.849976,1474.483887,4194809
2019-07-26,1488.099976,1530.800049,1485.599976,1526.449951,1504.646851,2420636
2019-07-29,1524.900024,1538.250000,1506.599976,1513.250000,1491.635376,1634196
2019-07-30,1511.099976,1527.000000,1502.699951,1508.750000,1487.199585,1436383
2019-07-31,1507.000000,1525.000000,1495.150024,1521.099976,1499.373413,1249734
2019-08-01,1515.000000,1531.449951,1493.650024,1504.699951,1483.207520,2263295
2019-08-02,1509.000000,1550.000000,1504.500000,1545.199951,1523.128906,3044783
2019-08-05,1533.199951,1551.000000,1521.699951,1525.400024,1503.611816,1443728
2019-08-06,1530.000000,1569.849976,1524.050049,1565.849976,1543.484009,2056715
2019-08-07,1563.300049,1575.000000,1551.900024,1559.199951,1536.928955,1583322
2019-08-08,1565.750000,1569.699951,1540.300049,1565.900024,1543.533569,1579565
2019-08-09,1569.199951,1581.900024,1561.000000,1575.500000,1552.996216,1154542
2019-08-13,1573.500000,1594.000000,1568.000000,1573.349976,1550.876831,1612748
2019-08-14,1574.500000,1575.500000,1552.500000,1569.699951,1547.279053,1113095
2019-08-16,1571.000000,1600.849976,1561.000000,1597.449951,1574.632568,1682359
2019-08-19,1599.000000,1609.550049,1582.199951,1586.449951,1563.789795,1322246
2019-08-20,1585.000000,1599.500000,1582.699951,1595.150024,1572.365723,1024331
2019-08-21,1585.250000,1595.000000,1578.550049,1589.150024,1566.451172,704009
2019-08-22,1585.199951,1593.900024,1566.300049,1570.199951,1547.771851,985590
2019-08-23,1569.900024,1583.349976,1555.650024,1580.400024,1557.826294,984637
2019-08-26,1590.000000,1600.000000,1577.150024,1597.550049,1574.731323,1153556
2019-08-27,1600.000000,1607.449951,1585.500000,1599.449951,1576.604126,1581449
2019-08-28,1599.199951,1606.750000,1590.599976,1603.150024,1580.251221,565676
2019-08-29,1602.849976,1619.900024,1589.000000,1615.250000,1592.178467,861692
2019-08-30,1616.000000,1622.500000,1595.099976,1616.199951,1593.114868,1181516
2019-09-03,1608.000000,1609.599976,1573.550049,1576.750000,1554.228394,1289263
2019-09-04,1579.000000,1582.599976,1527.800049,1535.150024,1513.222656,2381389
2019-09-05,1537.000000,1545.900024,1515.250000,1519.750000,1498.042725,1506173
2019-09-06,1524.000000,1539.449951,1519.750000,1532.400024,1510.511841,801338
2019-09-09,1530.550049,1545.000000,1524.199951,1540.599976,1518.594849,812836
2019-09-11,1545.000000,1565.000000,1542.650024,1561.449951,1539.146851,1541300
2019-09-12,1570.000000,1570.000000,1537.150024,1540.300049,1518.299072,753116
2019-09-13,1540.000000,1553.150024,1528.000000,1548.199951,1526.086060,547381
2019-09-16,1510.000000,1526.949951,1502.099976,1521.300049,1499.570435,1811073
2019-09-17,1527.400024,1543.300049,1518.599976,1530.900024,1509.033325,1353034
2019-09-18,1542.150024,1560.949951,1535.000000,1547.750000,1525.642700,1057300
2019-09-19,1553.900024,1563.500000,1545.000000,1553.900024,1531.704834,879908
2019-09-20,1559.000000,1725.250000,1542.099976,1671.000000,1647.132202,3962166
2019-09-23,1697.849976,1820.000000,1697.849976,1802.750000,1777.000366,4253004
2019-09-24,1802.800049,1802.949951,1752.000000,1765.900024,1740.676758,2028042
2019-09-25,1784.000000,1784.000000,1728.250000,1751.800049,1726.778076,1794074
2019-09-26,1761.800049,1780.000000,1751.900024,1770.949951,1745.654419,1674004
2019-09-27,1770.000000,1781.400024,1735.349976,1776.300049,1750.928223,1115289
2019-09-30,1768.000000,1770.000000,1737.050049,1762.150024,1736.980347,1041807
2019-10-01,1768.949951,1799.900024,1757.000000,1766.099976,1740.873901,1317945
2019-10-03,1765.000000,1768.250000,1732.199951,1748.949951,1723.968750,1010826
2019-10-04,1753.900024,1761.699951,1717.099976,1724.400024,1699.769531,1231811
2019-10-07,1724.949951,1742.949951,1717.849976,1725.150024,1700.508789,562559
2019-10-09,1725.699951,1778.000000,1725.699951,1773.449951,1748.118652,1777552
2019-10-10,1765.000000,1793.000000,1756.500000,1778.599976,1753.195068,1599166
2019-10-11,1787.599976,1801.800049,1764.050049,1790.250000,1764.678955,1442236
2019-10-14,1790.000000,1806.300049,1784.699951,1798.699951,1773.008179,881724
2019-10-15,1807.699951,1825.000000,1796.000000,1803.099976,1777.345215,1204392
2019-10-16,1808.500000,1814.000000,1756.550049,1765.699951,1740.479614,1403020
2019-10-17,1772.000000,1816.650024,1756.000000,1812.300049,1786.413940,1722055
2019-10-18,1815.000000,1824.449951,1786.699951,1816.750000,1790.800171,1682488
2019-10-22,1822.699951,1825.000000,1775.000000,1780.199951,1754.772217,2135313
2019-10-23,1762.400024,1800.000000,1762.000000,1767.400024,1742.155273,3369253
2019-10-24,1778.000000,1794.949951,1753.050049,1790.500000,1764.925293,1497854
2019-10-25,1797.000000,1808.400024,1785.050049,1796.300049,1770.642456,1202154
2019-10-27,null,null,null,null,null,null
2019-10-29,1792.099976,1820.000000,1772.550049,1814.250000,1788.336060,1050123
2019-10-30,1830.000000,1830.000000,1804.000000,1821.300049,1798.606445,1133258
2019-10-31,1826.300049,1834.800049,1803.500000,1809.599976,1787.052124,1297114
2019-11-01,1816.000000,1821.000000,1762.000000,1766.349976,1744.341064,1527660
2019-11-04,1775.000000,1790.000000,1766.199951,1785.900024,1763.647705,821893
2019-11-05,1780.000000,1797.800049,1767.599976,1793.849976,1771.498535,1251974
2019-11-06,1789.000000,1815.000000,1780.599976,1797.599976,1775.201782,1136777
2019-11-07,1810.000000,1830.900024,1798.199951,1826.949951,1804.186157,1380635
2019-11-08,1826.000000,1826.800049,1790.800049,1794.849976,1772.486084,1077136
2019-11-11,1789.949951,1793.949951,1768.000000,1773.949951,1751.846313,860384
2019-11-13,1773.750000,1787.000000,1756.699951,1770.449951,1748.390015,983760
2019-11-14,1778.000000,1800.000000,1766.449951,1771.849976,1749.772583,1116800
2019-11-15,1780.849976,1784.000000,1756.300049,1760.699951,1738.761597,729613
2019-11-18,1760.699951,1765.449951,1734.500000,1739.000000,1717.331787,1273055
2019-11-19,1747.949951,1748.000000,1718.500000,1721.349976,1699.901855,1187377
2019-11-20,1729.900024,1748.849976,1715.449951,1723.500000,1702.025146,1374382
2019-11-21,1727.900024,1734.849976,1711.000000,1720.349976,1698.914307,913095
2019-11-22,1710.000000,1713.949951,1676.000000,1682.750000,1661.782837,1275334
2019-11-25,1684.000000,1718.000000,1666.150024,1710.699951,1689.384521,1320689
2019-11-26,1718.000000,1728.849976,1687.599976,1710.300049,1688.989624,2714721
2019-11-27,1714.000000,1731.000000,1704.599976,1715.349976,1693.976563,883771
2019-11-28,1718.250000,1727.550049,1701.750000,1714.599976,1693.235962,691147
2019-11-29,1715.000000,1720.400024,1677.349976,1706.150024,1684.891235,1890290
2019-12-02,1706.199951,1742.500000,1698.349976,1738.250000,1716.591431,1476972
2019-12-03,1740.000000,1750.949951,1725.000000,1736.449951,1714.813477,1374317
2019-12-04,1731.199951,1734.400024,1710.250000,1720.300049,1698.864990,853421
2019-12-05,1717.400024,1738.150024,1707.000000,1715.849976,1694.470459,971984
2019-12-06,1722.900024,1747.599976,1712.849976,1716.650024,1695.260376,1031777
2019-12-09,1725.000000,1732.900024,1711.000000,1726.349976,1704.839600,751290
2019-12-10,1726.000000,1732.000000,1709.000000,1713.150024,1691.804199,686580
2019-12-11,1718.000000,1741.599976,1713.250000,1738.199951,1716.541870,827804
2019-12-12,1740.349976,1754.000000,1728.099976,1750.650024,1728.836792,802332
2019-12-13,1751.000000,1757.699951,1735.550049,1743.949951,1722.220215,960033
2019-12-16,1744.000000,1752.000000,1728.050049,1731.449951,1709.875854,707437
